odds_ratio_adj,or_adj_ci_low,or_adj_ci_high,z,pvalue,r2_mu_hat
1.6446136402800886,1.3357938620690621,2.0248289070634207,4.688489625284565,2.752288661200808e-06,0.16729805331269662
