ate_ipw,ate_aipw,ate_ipw_ci_low,ate_ipw_ci_high,ate_aipw_ci_low,ate_aipw_ci_high,ess,ess_frac,clip_min,clip_max,ps_mean,ps_min,ps_max,ps_pct_out_005_095,n_rows,n_rows_outcome_fit
0.0007899989044819667,0.000805912234131907,0.00039755948037537486,0.0011824383285885586,0.00043339280723426267,0.0011784316610295514,253590.39463082326,0.5071807892616466,0.01,0.99,0.850565794172802,0.8035315510017244,0.9470606216887327,0.0,500000,300000
